16.0,496.0,-2.9213,-4.085
32.0,496.0,0.1301,0.8377
48.0,496.0,-0.733,3.9963
64.0,496.0,3.1984,1.1045
80.0,496.0,2.5153,1.3844
96.0,496.0,0.8226,-2.0096
112.0,496.0,0.349,0.009
128.0,496.0,-1.7395,9.7679
144.0,496.0,-4.475,34.5074
160.0,496.0,-1.8684,46.0304
176.0,496.0,-1.3229,48.2498
192.0,496.0,0.9442,45.2957
208.0,496.0,3.3953,47.5887
224.0,496.0,5.4737,51.9972
240.0,496.0,4.4825,53.2339
256.0,496.0,-2.2268,44.1925
272.0,496.0,-1.4851,44.9202
288.0,496.0,-0.9844,52.9848
304.0,496.0,0.3738,54.7661
320.0,496.0,1.3754,54.2898
336.0,496.0,1.5352,52.5558
352.0,496.0,0.8368,48.7465
368.0,496.0,-0.6479,40.4013
384.0,496.0,-3.3842,25.1537
400.0,496.0,0.5503,20.0891
416.0,496.0,-1.5926,16.0849
432.0,496.0,0.3973,8.2329
448.0,496.0,1.436,7.5402
464.0,496.0,1.3067,5.2629
480.0,496.0,-1.6014,2.9995
496.0,496.0,7.6868,-301.5783
16.0,480.0,-0.1244,0.4547
32.0,480.0,0.4208,-0.0448
48.0,480.0,-4.2099,1.0107
64.0,480.0,8.0973,-0.2811
80.0,480.0,2.3165,1.664
96.0,480.0,5.356,2.5908
112.0,480.0,5.6778,2.6768
128.0,480.0,1.7529,6.6662
144.0,480.0,-3.9673,26.5533
160.0,480.0,-2.0256,41.7435
176.0,480.0,-0.1038,43.0832
192.0,480.0,0.0608,43.2285
208.0,480.0,1.9436,44.805
224.0,480.0,6.6769,46.7026
240.0,480.0,5.0503,46.3635
256.0,480.0,0.0669,41.3107
272.0,480.0,2.4845,41.3475
288.0,480.0,3.414,47.8142
304.0,480.0,3.6177,48.1791
320.0,480.0,4.3329,46.7915
336.0,480.0,1.4183,46.4129
352.0,480.0,3.153,44.919
368.0,480.0,1.5408,41.4631
384.0,480.0,-2.3636,34.4879
400.0,480.0,-0.2451,19.4967
416.0,480.0,1.5522,14.5283
432.0,480.0,2.0489,11.3583
448.0,480.0,2.0247,10.2081
464.0,480.0,-0.7742,3.7365
480.0,480.0,1.9676,1.7616
496.0,480.0,-3.1338,-0.559
16.0,464.0,3.4967,1.079
32.0,464.0,0.1041,-0.6132
48.0,464.0,0.2258,-1.4277
64.0,464.0,6.4228,0.6359
80.0,464.0,3.763,-0.662
96.0,464.0,2.5041,3.0879
112.0,464.0,1.4194,6.9988
128.0,464.0,0.7176,14.061
144.0,464.0,-0.58,16.1612
160.0,464.0,-2.1015,35.4708
176.0,464.0,3.689,44.0329
192.0,464.0,-2.6203,45.9099
208.0,464.0,-0.8562,47.7335
224.0,464.0,2.879,47.5639
240.0,464.0,-0.2596,48.6143
256.0,464.0,4.0146,43.1631
272.0,464.0,5.8487,41.8776
288.0,464.0,7.0936,44.8101
304.0,464.0,4.3573,47.2321
320.0,464.0,3.8836,45.6465
336.0,464.0,0.0637,42.6266
352.0,464.0,5.1004,40.6139
368.0,464.0,6.0966,39.9841
384.0,464.0,3.6598,38.254
400.0,464.0,-1.3456,15.9637
416.0,464.0,4.121,10.0252
432.0,464.0,6.1232,9.6769
448.0,464.0,3.6983,6.576
464.0,464.0,-2.6869,1.8021
480.0,464.0,3.5198,3.3098
496.0,464.0,-2.0287,1.6106
16.0,448.0,0.173,0.9315
32.0,448.0,0.1671,0.5417
48.0,448.0,0.8818,-0.716
64.0,448.0,1.4397,1.0641
80.0,448.0,1.9354,2.2025
96.0,448.0,2.4184,3.4985
112.0,448.0,1.9211,6.4832
128.0,448.0,4.7382,0.449
144.0,448.0,1.149,13.7552
160.0,448.0,-2.1648,29.4519
176.0,448.0,4.4954,44.9497
192.0,448.0,-1.4217,48.7532
208.0,448.0,-0.7458,52.3317
224.0,448.0,-1.2856,50.8949
240.0,448.0,-0.0744,48.4098
256.0,448.0,1.8188,48.444
272.0,448.0,2.6262,48.3131
288.0,448.0,5.0833,47.4232
304.0,448.0,6.2046,45.0787
320.0,448.0,5.155,43.2428
336.0,448.0,3.9816,39.6822
352.0,448.0,6.2178,38.636
368.0,448.0,8.3263,38.5714
384.0,448.0,7.0286,35.42
400.0,448.0,-1.3683,16.9861
416.0,448.0,3.6123,9.2216
432.0,448.0,6.0825,10.3842
448.0,448.0,5.7457,5.5065
464.0,448.0,0.9075,0.0797
480.0,448.0,4.3337,2.9743
496.0,448.0,-2.787,2.6098
16.0,432.0,1.7252,0.8991
32.0,432.0,-0.3139,0.466
48.0,432.0,1.1074,4.631
64.0,432.0,1.1003,-0.0055
80.0,432.0,1.2656,2.3237
96.0,432.0,1.6224,3.8234
112.0,432.0,1.7281,6.3713
128.0,432.0,1.2486,3.3445
