0.016,0.976,2.0518,1.0849,1.2175e+05,-16928,-223.82,223.82
0.016,0.96,2.3554,-1.2496,1.2909e+05,-60494,-52.304,52.304
0.016,0.944,0.52369,-3.7886,1.7749e+05,-1.2921e+05,685.96,685.96
0.016,0.928,-2.1148,-5.191,1.0946e+05,-1.0328e+05,1629.2,1629.2
0.016,0.912,-5.815,-3.7951,1.1489e+05,-67183,2254.4,2254.4
0.016,0.896,-9.5026,-4.5426,69077,11569,1812.5,1812.5
0.016,0.88,-11.159,-5.8057,0,0,1022.3,1022.3
0.016,0.864,-11.828,-4.8037,0,0,225.57,225.57
0.016,0.848,-16.089,-1.4902,0,0,843.12,843.12
0.016,0.832,-22.331,-2.1429,0,0,2442.2,2442.2
0.016,0.816,-31.781,1.1872,0,0,3985.5,3985.5
0.016,0.8,-40.933,3.4311,0,0,4543.3,4543.3
0.016,0.784,-41.573,4.0974,0,0,4151.2,4151.2
0.016,0.768,-47.691,3.5798,0,0,3955.6,3955.6
0.016,0.752,-52.893,1.2,0,0,3437.8,3437.8
0.016,0.736,-50.695,-1.0149,0,0,2403.5,2403.5
0.016,0.72,-50.743,-0.090659,0,0,-2814.5,2814.5
0.016,0.704,-64.326,5.7323,0,0,-6534.6,6534.6
0.016,0.688,-75.166,3.1903,0,0,-9341.7,9341.7
0.016,0.672,-86.567,2.6894,0,0,-8032,8032
0.016,0.656,-92.882,-3.0454,0,0,-7415.7,7415.7
0.016,0.64,-97.079,-1.942,0,0,-4241.6,4241.6
0.016,0.624,-102.86,-8.745,0,0,3045.2,3045.2
0.016,0.608,-109.67,-11.87,0,0,12197,12197
0.016,0.592,-119.7,-11.266,0,0,19560,19560
0.016,0.576,-126.68,-5.5184,0,0,23535,23535
0.016,0.56,-133.13,-7.1091,0,0,24814,24814
0.016,0.544,-136.3,-8.1879,0,0,24543,24543
0.016,0.528,-142.62,-19.001,0,0,23474,23474
0.016,0.512,-148.43,-16.322,0,0,16950,16950
0.016,0.496,-153.53,-19.443,0,0,11004,11004
0.016,0.48,-172.06,-7.4971,0,0,5058.7,5058.7
0.016,0.464,-184.58,-3.1126,0,0,9700.1,9700.1
0.016,0.448,-185.68,-3.6799,0,0,10295,10295
0.016,0.432,-171.64,2.0789,0,0,11791,11791
0.016,0.416,-158.57,1.8368,0,0,7821.9,7821.9
0.016,0.4,-143.43,1.0306,0,0,13128,13128
0.016,0.384,-124.48,2.4934,0,0,16464,16464
0.016,0.368,-110.96,6.2273,0,0,19071,19071
0.016,0.352,-99.257,15.137,0,0,14023,14023
0.016,0.336,-78.606,19.93,0,0,7545.5,7545.5
0.016,0.32,-61.899,20.722,0,0,562.27,562.27
0.016,0.304,-56.164,21.957,0,0,-3799.5,3799.5
0.016,0.288,-58.723,17.215,0,0,-6180.6,6180.6
0.016,0.272,-61.81,16.486,0,0,-4727.8,4727.8
0.016,0.256,-56.549,16.391,0,0,-3230.1,3230.1
0.016,0.24,-51.622,18.604,0,0,166.29,166.29
0.016,0.224,-41.387,11.655,0,0,1848.2,1848.2
0.016,0.208,-36.114,9.9079,0,0,3551.5,3551.5
0.016,0.192,-32.611,10.226,0,0,4027.3,4027.3
0.016,0.176,-22.887,7.7689,0,0,4571.7,4571.7
0.016,0.16,-14.361,3.0983,0,0,4891.4,4891.4
0.016,0.144,-7.6578,-0.18069,0,0,5090.3,5090.3
0.016,0.128,-6.4415,-0.16001,0,0,5052.8,5052.8
0.016,0.112,-5.9716,0.68937,0,0,4567,4567
0.016,0.096,-7.6112,0.023518,0,0,3340.7,3340.7
0.016,0.08,-4.9806,3.9923,20177,17763,2057.5,2057.5
0.016,0.064,-3.5315,3.7285,8848.8,37889,1013.5,1013.5
0.016,0.048,-2.4056,2.7869,7865.6,33679,572.71,572.71
0.016,0.032,-8.589,5.1442,-7827.3,19863,231.24,231.24
0.016,0.016,0.87806,3.3876,0,0,-7.0514,7.0514
0.032,0.976,2.2368,1.3346,1.5872e+05,-97896,244.86,244.86
0.032,0.96,3.607,-2.0739,88029,-1.8067e+05,1243.3,1243.3
0.032,0.944,0.23945,-3.5251,1.3479e+05,-3.2307e+05,2720.2,2720.2
0.032,0.928,-0.35673,-4.3998,1.1826e+05,-2.3798e+05,4483.6,4483.6
0.032,0.912,-2.8922,-2.0535,2.7601e+05,-1.5574e+05,5710.1,5710.1
0.032,0.896,-6.347,-4.2177,2.9787e+05,5945.7,5711.4,5711.4
0.032,0.88,-11.496,-6.7217,1.2688e+05,37734,5416.3,5416.3
0.032,0.864,-11.731,-4.0797,0,0,5048.9,5048.9
0.032,0.848,-15.568,-1.6321,0,0,4985.1,4985.1
0.032,0.832,-23.9,0.32715,0,0,5640.3,5640.3
0.032,0.816,-33,1.8636,0,0,6323.4,6323.4
0.032,0.8,-39.548,4.352,0,0,7588.1,7588.1
0.032,0.784,-45.13,0.71852,0,0,7588.1,7588.1
0.032,0.768,-46.194,-2.3962,0,0,7588.1,7588.1
0.032,0.752,-48.762,-0.51654,0,0,7588.1,7588.1
0.032,0.736,-45.912,0.74285,0,0,7588.1,7588.1
