0.016,0.496,-0.30629,3.365,0,0,-243.42,243.42
0.016,0.48,-1.3938,2.9168,1433.1,-16860,-149.29,149.29
0.016,0.464,-1.7474,2.8615,-5755.9,-10120,-52.766,52.766
0.016,0.448,1.4223,0.14731,4130.7,-16028,-623.67,623.67
0.016,0.432,0.78794,2.8182,-5747,-3116.6,-1892.6,1892.6
0.016,0.416,3.9077,0.3899,-8755.9,-10365,-1930.2,1930.2
0.016,0.4,2.5328,-0.56365,-22504,-2118.3,-1109.9,1109.9
0.016,0.384,4.502,0.30055,-15918,319.11,-616.53,616.53
0.016,0.368,6.2723,-0.83646,-7068.3,594.63,-1643.9,1643.9
0.016,0.352,3.7662,-0.29859,-9246.7,147.76,-2961.5,2961.5
0.016,0.336,6.2155,-0.59157,-8836.8,138.96,-2914.4,2914.4
0.016,0.32,3.4584,0.68478,-7640.2,648.88,-1534.7,1534.7
0.016,0.304,0.10597,0.25824,-4515,322.5,-1457.3,1457.3
0.016,0.288,0.46764,-0.41883,-5768.7,-57.23,540.12,540.12
0.016,0.272,1.1267,-0.35655,-7199.7,1085.4,717.26,717.26
0.016,0.256,0.2877,0.20781,-6074,617.63,2811.1,2811.1
0.016,0.24,2.8545,0.93824,-19713,-362.1,2216.5,2216.5
0.016,0.224,7.6398,0.67435,-19882,-10.69,2472.1,2472.1
0.016,0.208,6.8139,0.16212,-15108,2541.4,2243.4,2243.4
0.016,0.192,0.77009,0.22188,4805.3,213.34,3385.6,3385.6
0.016,0.176,-0.73661,-0.42169,5274.8,367.48,4643,4643
0.016,0.16,-0.42509,-0.89212,3276.5,2392.9,6172,6172
0.016,0.144,-0.75858,0.63892,903.16,5326.9,4985.6,4985.6
0.016,0.128,2.3558,-1.7883,1603.5,3454.1,2907.1,2907.1
0.016,0.112,5.9726,-0.066787,-7816.9,-21813,1401.7,1401.7
0.016,0.096,1.2135,4.7799,-13514,-20824,1943.7,1943.7
0.016,0.08,5.604,-1.4984,-15313,-19065,3395.7,3395.7
0.016,0.064,6.7084,0.082776,-2354.2,-51381,3448.1,3448.1
0.016,0.048,1.7167,-0.40613,2303.2,-51970,2198.9,2198.9
0.016,0.032,2.9535,0.27193,3885.7,-53033,729.5,729.5
0.016,0.016,1.6822,-2.3163,0,0,11.566,11.566
0.032,0.496,0.9121,5.612,0,0,223.57,223.57
0.032,0.48,0.33122,3.2823,8070.9,-62116,639.03,639.03
0.032,0.464,0.53128,1.0245,-17573,-7646.4,1180.1,1180.1
0.032,0.448,-0.39542,1.863,10227,-40135,1232.2,1232.2
0.032,0.432,0.44145,1.5156,-13216,15697,1061.6,1061.6
0.032,0.416,-0.30294,-0.41502,-12560,-28229,446.95,446.95
0.032,0.4,-0.43533,-0.1918,-55193,3642,-40.109,40.109
0.032,0.384,-0.23051,0.31971,-38153,-18.284,-421.58,421.58
0.032,0.368,-0.064953,0.1174,-20952,538.93,-417.62,417.62
0.032,0.352,-0.010029,-0.15848,-11270,5297.4,-280.45,280.45
0.032,0.336,-0.22441,0.24047,-15881,5774.1,-215.31,215.31
0.032,0.32,-0.0633,-0.11253,-17393,8163.8,-205.54,205.54
0.032,0.304,-0.072815,-0.37391,-11954,9663.1,192.68,192.68
0.032,0.288,-0.44994,-0.23809,-9560.5,8449.1,-14.5,14.5
0.032,0.272,-0.22881,-0.27531,-9716.3,10353,-84.77,84.77
0.032,0.256,-0.075805,0.17685,-14493,-1699.4,-701.24,701.24
0.032,0.24,-0.44908,0.53053,-37555,-3704.8,-716.83,716.83
0.032,0.224,-0.29462,-0.1041,-39517,-5413.4,-766.14,766.14
0.032,0.208,0.21091,-0.43264,-25033,-7089.6,-477.11,477.11
0.032,0.192,0.67746,-0.1265,-5399.4,3316.6,-239.17,239.17
0.032,0.176,0.48729,-0.039275,-9176.1,5459,-174.03,174.03
0.032,0.16,-0.041182,0.25587,-20573,15187,-339.63,339.63
0.032,0.144,-0.42652,0.48888,-25062,3630.4,-459.46,459.46
0.032,0.128,0.071907,-0.22832,-29791,-1701.6,-607.46,607.46
0.032,0.112,0.012736,-0.05388,-43355,-35872,-791.62,791.62
0.032,0.096,-0.62481,-0.0011748,-54389,-30817,-766.61,766.61
0.032,0.08,-0.11233,-0.046938,-26374,-37606,-551.71,551.71
0.032,0.064,0.25695,0.063367,28250,-91571,-200.64,200.64
0.032,0.048,1.0328,-1.3898,49545,-96590,-15.47,15.47
0.032,0.032,1.7937,1.4619,35754,-88194,31.919,31.919
0.032,0.016,1.1413,-6.432,0,0,34.004,34.004
0.048,0.496,1.0698,4.4516,0,0,321.05,321.05
0.048,0.48,0.78491,3.9551,-18683,-1.0475e+05,717.76,717.76
0.048,0.464,0.84859,1.5325,-45564,-42091,1570.4,1570.4
0.048,0.448,-0.065889,3.4261,-12218,-64558,1961.3,1961.3
0.048,0.432,0.92806,1.8345,-21711,1841,2179.6,2179.6
0.048,0.416,0.23084,2.335,-21621,-43543,1585.5,1585.5
0.048,0.4,-1.4412,-0.016247,-58976,-11920,745.61,745.61
0.048,0.384,-1.511,-0.018092,-38786,-2919,-24.619,24.619
0.048,0.368,-0.22001,0.51982,-23182,-1355.9,-381.78,381.78
0.048,0.352,-0.036205,-0.0078534,-11522,3885.2,-339.42,339.42
0.048,0.336,-0.5264,0.26722,-12592,1304.6,-359.26,359.26
0.048,0.32,-0.79366,0.55053,-12428,4848.2,-403.87,403.87
0.048,0.304,-0.70957,-0.22349,-18223,17311,1724,1724
0.048,0.288,-0.12679,0.14877,-36731,38579,3315.9,3315.9
0.048,0.272,0.089218,0.44221,-32481,42454,4072.7,4072.7
0.048,0.256,-0.77242,0.45393,-25992,21692,2017.4,2017.4
0.048,0.24,-1.107,-0.52671,-30239,-1400,303.89,303.89
0.048,0.224,-1.0227,-0.28032,-39046,-7664.3,-387.59,387.59
0.048,0.208,-0.1173,-0.95054,-28150,-9442.8,-385.54,385.54
0.048,0.192,0.31782,-0.97072,-9209.2,3532.5,-243.11,243.11
0.048,0.176,-0.5314,1.1726,-10951,9053.8,-377.17,377.17
0.048,0.16,-1.0971,0.36968,-19915,17716,-662.09,662.09
0.048,0.144,-1.1664,-0.06187,-19711,3181,-831.98,831.98
0.048,0.128,-1.2245,0.0062959,-26909,-2148.1,-1067.9,1067.9
0.048,0.112,-1.3806,-0.24683,-37380,-30969,-934.63,934.63
0.048,0.096,-1.3848,-0.94058,-49328,-34762,-783.19,783.19
0.048,0.08,-1.3652,0.040134,-15517,-54765,-254.71,254.71
0.048,0.064,1.9232,-0.18743,-48924,-47122,54.671,54.671
0.048,0.048,1.2562,-0.15023,-30539,-42929,362.37,362.37
0.048,0.032,0.046301,4.0732,-48788,-22227,281.71,281.71
0.048,0.016,-0.47772,-4.9459,0,0,135.01,135.01
0.064,0.496,1.3353,3.9952,0,0,248.13,248.13
0.064,0.48,1.4251,3.766,-48965,-1.1525e+05,352.57,352.57
0.064,0.464,0.85082,2.7865,-82633,-77921,1087,1087
0.064,0.448,1.4263,3.2306,-60539,-91933,2105.4,2105.4
0.064,0.432,1.1769,3.0502,-42521,-44350,3382.8,3382.8
0.064,0.416,0.18643,1.3264,-23041,-71851,3764.2,3764.2
0.064,0.4,-1.0366,-0.1262,-30263,-28476,3100.1,3100.1
0.064,0.384,-0.54891,-0.34748,-27979,-3383.9,1687.4,1687.4
0.064,0.368,0.19514,0.0987,-15011,-30519,483.45,483.45
0.064,0.352,0.085999,-0.12748,-3213.3,5128.7,-192.75,192.75
0.064,0.336,-0.26114,-0.30617,5214,19046,-383.95,383.95
0.064,0.32,-0.32735,-0.024131,-43295,8090.6,-431.88,431.88
0.064,0.304,-0.10846,0.038133,-54354,-21805,3749.5,3749.5
0.064,0.288,0.32084,-0.24741,3.6712e+05,-5.5218e+05,8092.8,8092.8
0.064,0.272,0.75503,-0.17996,4.2876e+05,-5.2303e+05,12977,12977
0.064,0.256,0.57429,0.0059231,4.5885e+05,-5.6028e+05,9747.6,9747.6
0.064,0.24,0.12183,-0.1254,31219,-36645,6251,6251
0.064,0.224,0.12967,0.14396,816.04,-26991,1599.2,1599.2
0.064,0.208,0.24816,-0.19987,-18053,-13399,691.75,691.75
0.064,0.192,-0.17516,-0.13372,-19615,-919.63,-275.2,275.2
0.064,0.176,-0.12426,0.40149,-19225,5172.6,-671.88,671.88
0.064,0.16,0.12397,-0.17471,-24647,11076,-993.09,993.09
0.064,0.144,0.062835,-0.34728,-26631,-2957.7,-1011.5,1011.5
0.064,0.128,0.42447,-0.03346,-30146,-3118,-841.08,841.08
0.064,0.112,0.048742,0.23399,-36968,-729.64,-491.7,491.7
0.064,0.096,-0.73127,-0.031354,-18047,-42459,25.71,25.71
0.064,0.08,0.9831,-0.56946,-12546,-11681,784.14,784.14
0.064,0.064,0.89584,0.24816,-88094,71451,1408.6,1408.6
0.064,0.048,-2.3396,3.131,-93398,1.1172e+05,1446.4,1446.4
0.064,0.032,-2.3391,3.013,-88510,76910,817.83,817.83
0.064,0.016,-1.4569,-2.923,0,0,194.48,194.48
0.08,0.496,2.4022,4.7654,0,0,243.06,243.06
0.08,0.48,2.8944,4.2842,-83155,-1.1295e+05,-126.66,126.66
0.08,0.464,2.3276,3.4053,-1.2145e+05,-1.54e+05,254.32,254.32
0.08,0.448,1.6959,3.5988,-1.0903e+05,-1.3364e+05,1174.1,1174.1
0.08,0.432,1.1302,3.2619,-66471,-1.197e+05,3899.4,3899.4
0.08,0.416,1.7467,1.4735,-38088,-1.377e+05,6201.8,6201.8
0.08,0.4,0.21856,0.84931,-27130,-1.1175e+05,6409.9,6409.9
0.08,0.384,-0.5048,0.12908,-47889,-64465,4702.5,4702.5
0.08,0.368,0.21341,-1.6312,-52326,-53600,2269.4,2269.4
0.08,0.352,1.5346,-1.6198,-28863,-26460,942.65,942.65
0.08,0.336,1.0235,1.5536,2271.6,-8448.9,-60.66,60.66
0.08,0.32,-0.79976,0.73993,-13077,-47034,-303.07,303.07
0.08,0.304,-0.96399,-2.0115,-18924,-83112,5668.2,5668.2
0.08,0.288,0.77434,0.16078,4.2087e+05,-6.2702e+05,13252,13252
0.08,0.272,22.35,-22.127,4.7541e+05,-6.044e+05,22934,22934
0.08,0.256,0.41895,-1.015,4.8699e+05,-5.9537e+05,22697,22697
0.08,0.24,0.94692,-0.43715,9989.7,-42382,16825,16825
0.08,0.224,-0.041861,0.65192,-38392,14020,7833.6,7833.6
0.08,0.208,-0.044244,0.81071,-29843,53642,1912.1,1912.1
0.08,0.192,-0.020801,0.66483,3993.7,24465,-44.516,44.516
0.08,0.176,0.065288,0.41812,15826,22063,-982.1,982.1
0.08,0.16,-0.36406,-0.59814,-5141.1,-14792,-1108.1,1108.1
0.08,0.144,-0.61569,-0.5784,-689.39,2818,-706.56,706.56
0.08,0.128,-0.82425,0.061109,-783.32,5434,-238.35,238.35
0.08,0.112,0.068938,0.83127,19138,10899,528.99,528.99
0.08,0.096,-0.48242,-0.47794,50611,-68767,1396.2,1396.2
0.08,0.08,1.6148,-1.8091,21379,-6408.3,2262.2,2262.2
0.08,0.064,-0.030992,2.197,-1.2273e+05,1.1838e+05,2595.5,2595.5
0.08,0.048,-1.2522,3.6132,-1.5278e+05,1.966e+05,2227.5,2227.5
0.08,0.032,-2.2402,3.8047,-1.2451e+05,1.2809e+05,1132.2,1132.2
0.08,0.016,-1.6298,-0.36794,0,0,300.24,300.24
0.096,0.496,2.8598,6.6118,0,0,326.18,326.18
0.096,0.48,3.662,4.3171,-95253,-77948,-207.79,207.79
0.096,0.464,2.2746,4.6835,-1.7212e+05,-1.4116e+05,-261.49,261.49
0.096,0.448,2.0264,4.245,-1.3095e+05,-1.626e+05,158.01,158.01
0.096,0.432,2.8333,3.33,-60655,-1.9948e+05,3139.7,3139.7
0.096,0.416,3.2649,2.9564,35397,-2.5002e+05,6500.9,6500.9
0.096,0.4,2.8046,2.0986,34322,-2.5782e+05,8363.8,8363.8
0.096,0.384,1.8142,1.4617,7903.2,-2.4027e+05,8021.6,8021.6
0.096,0.368,1.0384,1.2326,4963.8,-2.2696e+05,5975.1,5975.1
0.096,0.352,1.3432,1.2539,-19929,-1.0262e+05,3734.4,3734.4
0.096,0.336,0.9916,0.79876,2268.8,-33908,1141.1,1141.1
0.096,0.32,-0.25617,0.17715,-32383,-57879,84.889,84.889
0.096,0.304,1.3274,-0.14129,78182,-1.7854e+05,6514.7,6514.7
0.096,0.288,1.3081,0.18302,5.4057e+05,-7.497e+05,14817,14817
0.096,0.272,1.4909,-0.087519,5.5288e+05,-6.6785e+05,27253,27253
0.096,0.256,1.3406,-1.2769,4.9481e+05,-5.8083e+05,31419,31419
0.096,0.24,-1.5396,1.1882,-26560,12520,30482,30482
0.096,0.224,-2.3113,1.2958,-88090,43972,17940,17940
0.096,0.208,-1.1634,1.542,-1.0804e+05,93961,6566.9,6566.9
0.096,0.192,0.84243,3.1863,-48224,34951,-1397.8,1397.8
0.096,0.176,0.36754,0.61008,-958.4,18234,-2255.3,2255.3
0.096,0.16,-0.026002,-0.0027162,51243,-56780,-2213.7,2213.7
0.096,0.144,-0.2479,0.050795,61736,-31114,-1636,1636
0.096,0.128,0.049125,-0.024783,48500,-27137,-543.51,543.51
0.096,0.112,0.82192,-0.070543,25703,-40157,312.8,312.8
0.096,0.096,1.2715,-1.302,25250,-84570,1919.9,1919.9
0.096,0.08,0.56173,-1.9064,-4771.8,-2802.3,2721.7,2721.7
0.096,0.064,-0.10937,1.1408,-67144,1.1122e+05,3022.4,3022.4
0.096,0.048,-0.23819,2.1447,-80602,1.6937e+05,2277.5,2277.5
0.096,0.032,-0.85752,5.0699,-42603,90373,1142.9,1142.9
0.096,0.016,-0.44595,0.57971,0,0,352.82,352.82
0.112,0.496,4.1391,6.6613,0,0,824.24,824.24
0.112,0.48,3.4048,5.4971,-32788,-2.7682e+05,376.69,376.69
0.112,0.464,2.5534,5.631,-1.4318e+05,-3.7936e+05,344.19,344.19
0.112,0.448,3.683,3.9252,-1.7303e+05,-2.8358e+05,-393.25,393.25
0.112,0.432,3.5808,3.8124,-1.855e+05,-1.6521e+05,1193.3,1193.3
0.112,0.416,2.521,4.2582,-86397,-2.5054e+05,3361.2,3361.2
0.112,0.4,3.4957,4.6048,-22024,-3.8563e+05,6934.1,6934.1
0.112,0.384,2.9844,2.7533,16147,-4.4376e+05,10076,10076
0.112,0.368,3.2804,2.139,65347,-4.217e+05,10888,10888
0.112,0.352,4.0027,1.1071,23504,-2.3832e+05,8238.8,8238.8
0.112,0.336,0.95274,2.653,-33155,-63394,3602.2,3602.2
0.112,0.32,0.82072,2.668,-86707,39585,1635.3,1635.3
0.112,0.304,1.3176,1.9002,54843,-64497,8084.1,8084.1
0.112,0.288,2.6107,0.97945,1.2422e+05,-1.4528e+05,15382,15382
0.112,0.272,0.80536,0.52155,1.5104e+05,-1.8418e+05,25686,25686
0.112,0.256,-0.091505,2.3131,92789,-1.3421e+05,33030,33030
0.112,0.24,0.84375,2.6138,33210,-1.244e+05,39189,39189
0.112,0.224,1.3292,2.1764,-30224,-75679,33737,33737
0.112,0.208,1.1476,1.94,-1.0642e+05,26778,18271,18271
0.112,0.192,-0.19147,3.1938,-71689,8001.9,3354.6,3354.6
0.112,0.176,0.43432,1.8408,-55923,20954,-3585.9,3585.9
0.112,0.16,1.2863,-1.2729,25293,-61091,-3718.5,3718.5
0.112,0.144,2.775,-0.39408,41337,-23546,-2577.9,2577.9
0.112,0.128,2.3872,0.51568,8386.4,-54936,-1556.1,1556.1
0.112,0.112,1.6139,-0.1936,26756,-1.4114e+05,-335.75,335.75
0.112,0.096,2.13,-1.3886,181.37,-1.7033e+05,1542.8,1542.8
0.112,0.08,-1.0772,-0.32917,25476,-1.3313e+05,2639.6,2639.6
0.112,0.064,-0.65284,0.067107,-46496,59355,2930.1,2930.1
0.112,0.048,-0.53635,2.097,-27684,90125,1776.8,1776.8
0.112,0.032,-0.12322,5.4167,-20337,90179,766.17,766.17
0.112,0.016,1.0683,0.039826,0,0,50.576,50.576
0.128,0.496,4.0685,5.5242,0,0,776.59,776.59
0.128,0.48,4.0622,6.0474,-7323.9,-2.7495e+05,30.5,30.5
0.128,0.464,5.4091,3.9077,-1.6026e+05,-3.8151e+05,149.73,149.73
0.128,0.448,3.1401,4.9677,-1.9921e+05,-3.8997e+05,-2388.6,2388.6
0.128,0.432,1.2747,6.6391,-2.0256e+05,-3.6555e+05,-2906,2906
0.128,0.416,1.2399,6.7478,-1.2423e+05,-4.8086e+05,-3310.2,3310.2
0.128,0.4,3.004,6.256,-15988,-6.108e+05,1130.5,1130.5
0.128,0.384,2.7531,5.1974,55869,-7.0708e+05,8488.2,8488.2
0.128,0.368,2.8736,4.4855,1.0142e+05,-6.7426e+05,13398,13398
0.128,0.352,3.0364,1.8586,-50036,-3.329e+05,13082,13082
0.128,0.336,1.08,3.1117,-1.3551e+05,-2897.3,7786.1,7786.1
0.128,0.32,-0.67629,4.8473,-1.1576e+05,1.0326e+05,6013.2,6013.2
0.128,0.304,-0.75531,5.2038,1.069e+05,-84723,11801,11801
0.128,0.288,-0.0090255,3.9903,1.1776e+05,-1.1017e+05,17228,17228
0.128,0.272,-0.48266,2.9938,66243,-37390,23536,23536
0.128,0.256,1.1467,1.8426,55759,-95654,27341,27341
0.128,0.24,2.479,1.2303,1.4257e+05,-2.8824e+05,39910,39910
0.128,0.224,2.8134,1.4996,2.0499e+05,-4.5144e+05,43696,43696
0.128,0.208,3.835,1.238,49626,-2.5543e+05,33243,33243
0.128,0.192,1.4211,1.9659,-8407.5,-1.4381e+05,12496,12496
0.128,0.176,0.69909,1.8555,-64816,-33883,-1950.3,1950.3
0.128,0.16,-0.1349,-0.69302,37806,-94699,-4483.8,4483.8
0.128,0.144,0.35006,-0.30293,61990,-72586,-3274.9,3274.9
0.128,0.128,0.8526,1.1049,55351,-99091,-2029.8,2029.8
0.128,0.112,2.2844,0.50553,47600,-1.5234e+05,-799.82,799.82
0.128,0.096,3.5339,-0.40141,14787,-1.5243e+05,1029.9,1029.9
0.128,0.08,1.8974,0.67227,-11144,-1.3244e+05,2326.6,2326.6
0.128,0.064,0.99052,-0.21031,-61843,50316,2735.4,2735.4
0.128,0.048,-0.14627,2.5841,-49683,72642,1381.2,1381.2
0.128,0.032,-0.72414,4.2447,-30275,95176,340.43,340.43
0.128,0.016,-1.4194,-2.0241,0,0,-267.98,267.98
0.144,0.496,3.9735,5.6231,0,0,579.72,579.72
0.144,0.48,5.2812,5.9904,51140,-3.4777e+05,790.14,790.14
0.144,0.464,4.5648,7.817,-1.1563e+05,-5.9517e+05,2094.4,2094.4
0.144,0.448,3.3467,9.4453,-2.3888e+05,-5.2787e+05,878.64,878.64
0.144,0.432,3.9555,9.7109,-3.8354e+05,-3.4331e+05,-527.64,527.64
0.144,0.416,3.6347,9.5426,-4.3486e+05,-3.5913e+05,-2232,2232
0.144,0.4,1.8681,9.2267,-2.8691e+05,-5.1036e+05,1661.5,1661.5
0.144,0.384,2.1773,7.2911,-86630,-7.1629e+05,11062,11062
0.144,0.368,2.3966,5.8336,48167,-7.8015e+05,19665,19665
0.144,0.352,0.15771,6.062,-1.1328e+05,-3.976e+05,23620,23620
0.144,0.336,-0.9103,7.3122,-3.0273e+05,1.0626e+05,21601,21601
0.144,0.32,0.7773,7.3602,-3.6583e+05,4.3727e+05,18833,18833
0.144,0.304,1.2953,7.1476,-2.4698e+05,4.4909e+05,19727,19727
0.144,0.288,0.75791,5.5846,-1.8984e+05,4.8127e+05,18226,18226
0.144,0.272,-1.2459,8.136,-1.1825e+05,3.8562e+05,18638,18638
0.144,0.256,-1.7853,8.0773,-5398.1,90277,15438,15438
0.144,0.24,0.13045,3.9998,1.7924e+05,-3.8861e+05,24862,24862
0.144,0.224,2.2306,3.0324,3.1555e+05,-7.0033e+05,32823,32823
0.144,0.208,3.7258,1.3555,2.2279e+05,-5.599e+05,30996,30996
0.144,0.192,2.0218,2.6065,1.3282e+05,-3.5033e+05,14721,14721
0.144,0.176,1.7202,2.2931,-9202.5,-1.2461e+05,-1135.6,1135.6
0.144,0.16,1.9507,2.0854,-286.46,-95094,-5478.4,5478.4
0.144,0.144,1.629,1.6861,-9047.2,-59857,-3852.7,3852.7
0.144,0.128,2.3595,0.63199,31839,-74623,-2276.8,2276.8
0.144,0.112,3.3704,1.9107,49574,-87005,-1314.6,1314.6
0.144,0.096,1.9791,3.3116,38626,-1.042e+05,-243.11,243.11
0.144,0.08,2.6165,1.9192,-9767.9,-74379,190.35,190.35
0.144,0.064,1.2974,2.3097,-79962,54616,163.47,163.47
0.144,0.048,0.70923,3.6178,-80037,1.041e+05,-1274.7,1274.7
0.144,0.032,1.173,3.6498,-60596,99587,-1235.5,1235.5
0.144,0.016,1.5001,-2.4023,0,0,-908.21,908.21
0.16,0.496,4.0971,9.6427,0,0,90.916,90.916
0.16,0.48,4.1531,13.43,0,0,431.06,431.06
0.16,0.464,4.1241,15.341,-2.5208e+05,-60430,2080.5,2080.5
0.16,0.448,4.539,15.19,-2.0898e+05,-5.7994e+05,7778.6,7778.6
0.16,0.432,2.5718,13.309,-3.3054e+05,-5.6695e+05,11547,11547
0.16,0.416,0.61447,14.068,-4.5822e+05,-5.0407e+05,14569,14569
0.16,0.4,-0.32013,15.61,-3.5517e+05,-5.4582e+05,10754,10754
0.16,0.384,1.8773,13.692,-2.6243e+05,-6.491e+05,13358,13358
0.16,0.368,2.1627,11.631,-2.0196e+05,-5.6889e+05,17481,17481
