16.0,1008.0,2.6901,0.0717
32.0,1008.0,1.4359,0.0175
48.0,1008.0,1.3542,0.7
64.0,1008.0,1.7876,-1.6466
80.0,1008.0,-0.0095,-3.1361
96.0,1008.0,0.5566,0.1064
112.0,1008.0,-0.0628,1.4595
128.0,1008.0,-0.7254,-0.7795
144.0,1008.0,1.8078,-1.4885
160.0,1008.0,0.1575,-1.1477
176.0,1008.0,1.2405,-0.4166
192.0,1008.0,2.828,1.6077
208.0,1008.0,1.0939,0.8564
224.0,1008.0,0.5354,-1.3332
240.0,1008.0,3.5406,-2.3932
256.0,1008.0,0.7891,-2.2261
272.0,1008.0,-0.2014,-2.4544
288.0,1008.0,0.882,-1.6874
304.0,1008.0,0.6353,-1.8286
320.0,1008.0,0.318,-3.38
336.0,1008.0,-1.0134,-2.828
352.0,1008.0,-1.6026,-1.6579
368.0,1008.0,-1.2545,-1.6266
384.0,1008.0,1.5814,-2.339
400.0,1008.0,2.4202,-2.3211
416.0,1008.0,2.8599,-2.2055
432.0,1008.0,0.9024,-2.6251
448.0,1008.0,-4.4043,-3.0125
464.0,1008.0,-1.259,-0.6521
480.0,1008.0,1.3168,0.395
496.0,1008.0,-0.7923,-0.5346
512.0,1008.0,-2.2705,-2.047
528.0,1008.0,2.0498,-2.5021
544.0,1008.0,1.973,-1.5455
560.0,1008.0,0.3027,-1.5495
576.0,1008.0,0.3916,-1.9867
592.0,1008.0,-0.0423,-0.3778
608.0,1008.0,-2.099,0.4862
624.0,1008.0,-1.5812,-0.2708
640.0,1008.0,-1.1705,0.8337
656.0,1008.0,-2.6201,1.7639
672.0,1008.0,-0.8045,0.9008
688.0,1008.0,1.8282,0.7256
704.0,1008.0,0.3792,0.0937
720.0,1008.0,-0.5901,-1.0406
736.0,1008.0,1.0704,-1.3754
752.0,1008.0,1.7347,-0.9996
768.0,1008.0,-0.0965,-1.5293
784.0,1008.0,-0.0097,-1.5162
800.0,1008.0,1.3298,-1.5575
816.0,1008.0,-1.3182,-2.08
832.0,1008.0,-0.3645,-1.3744
848.0,1008.0,0.6891,-1.2985
864.0,1008.0,-0.1701,-1.1148
880.0,1008.0,1.1019,-1.3641
896.0,1008.0,2.1296,-0.1526
912.0,1008.0,1.248,-0.7853
928.0,1008.0,2.4149,-0.808
944.0,1008.0,3.0228,1.3308
960.0,1008.0,0.9813,1.5684
976.0,1008.0,-0.7721,0.3353
992.0,1008.0,-0.569,0.5865
1008.0,1008.0,-0.0753,1.3338
16.0,992.0,1.2751,-1.5453
32.0,992.0,0.56,-0.042
48.0,992.0,2.8297,1.0103
64.0,992.0,2.7082,-0.5592
80.0,992.0,1.2856,-0.6798
96.0,992.0,2.3937,3.4145
112.0,992.0,1.6392,3.0863
128.0,992.0,-0.024,1.0784
144.0,992.0,0.4766,0.609
160.0,992.0,-0.1003,-0.1833
176.0,992.0,0.0101,1.9224
192.0,992.0,1.4053,1.5095
208.0,992.0,0.4425,1.7164
224.0,992.0,-1.8581,2.3691
240.0,992.0,0.0675,0.3338
256.0,992.0,1.4662,0.0551
272.0,992.0,0.2335,-0.5411
288.0,992.0,0.4965,-1.9699
304.0,992.0,0.1678,-1.2033
320.0,992.0,0.017,0.1911
336.0,992.0,0.3799,-0.519
352.0,992.0,0.0814,-0.9398
368.0,992.0,-1.4437,-0.7454
384.0,992.0,-0.605,0.0181
400.0,992.0,0.9327,0.1619
