16.0,976.0,6.492,-4.0844
32.0,976.0,5.9334,-4.0602
48.0,976.0,7.9762,-3.3545
64.0,976.0,5.9555,-1.9583
80.0,976.0,7.8096,-4.7224
96.0,976.0,7.7291,-2.6028
112.0,976.0,6.9605,-0.8173
128.0,976.0,9.6909,-0.3155
144.0,976.0,8.6658,-3.9732
160.0,976.0,4.1985,-8.276
176.0,976.0,0.0898,2.1637
192.0,976.0,2.6569,-4.2093
208.0,976.0,3.7424,-3.768
224.0,976.0,4.3839,0.7854
240.0,976.0,8.0439,-1.3325
256.0,976.0,6.535,-0.0544
272.0,976.0,5.0148,3.9999
288.0,976.0,4.0136,4.8338
304.0,976.0,2.0088,2.5904
320.0,976.0,1.4381,0.1453
336.0,976.0,1.4421,0.0818
352.0,976.0,1.0277,1.6863
368.0,976.0,1.7303,3.459
384.0,976.0,1.4395,4.2318
400.0,976.0,0.1511,0.3695
416.0,976.0,0.8677,-6.2008
432.0,976.0,2.2612,-10.3231
448.0,976.0,3.6198,-2.66
464.0,976.0,2.9602,2.4956
480.0,976.0,1.3514,-2.1137
496.0,976.0,-2.021,-1.7836
512.0,976.0,1.5358,0.844
528.0,976.0,4.0754,-0.3349
544.0,976.0,0.0319,-3.0949
560.0,976.0,-1.2281,-0.2867
576.0,976.0,1.0796,0.1768
592.0,976.0,0.2693,-2.3352
608.0,976.0,0.2415,-5.9166
624.0,976.0,-0.1884,-7.3488
640.0,976.0,1.4425,-5.8132
656.0,976.0,3.8147,-3.7453
672.0,976.0,1.8085,-4.8809
688.0,976.0,8.4833,-2.429
704.0,976.0,7.966,1.3607
720.0,976.0,3.0369,0.8408
736.0,976.0,3.0684,-3.0695
752.0,976.0,1.3786,-6.3686
768.0,976.0,4.2923,-3.0075
784.0,976.0,3.4073,-2.3354
800.0,976.0,2.001,-1.1133
816.0,976.0,2.0313,0.5308
832.0,976.0,2.5141,0.4074
848.0,976.0,5.3474,-3.7083
864.0,976.0,8.1347,-4.1704
880.0,976.0,7.5367,-1.7176
896.0,976.0,3.9316,-1.4118
912.0,976.0,4.1403,-2.6638
928.0,976.0,3.1597,-2.8439
944.0,976.0,4.52,-2.832
960.0,976.0,3.9854,-1.8221
976.0,976.0,1.2583,-2.652
16.0,960.0,7.7383,-3.9642
32.0,960.0,5.3413,-4.1677
48.0,960.0,5.9435,-2.6869
64.0,960.0,6.884,-4.6602
80.0,960.0,6.3391,-11.8587
96.0,960.0,3.5786,-12.0293
112.0,960.0,5.6013,-6.1319
128.0,960.0,3.0508,-6.4833
144.0,960.0,4.855,-5.7627
160.0,960.0,4.3917,-8.009
176.0,960.0,-2.2387,-10.4929
192.0,960.0,3.9713,-8.6563
208.0,960.0,5.7625,-6.4783
224.0,960.0,1.8852,-5.0137
240.0,960.0,4.7113,-3.4094
256.0,960.0,9.8856,0.3792
272.0,960.0,7.9391,-3.4321
288.0,960.0,1.1843,-1.9663
304.0,960.0,-0.235,-2.0473
320.0,960.0,-0.3872,-0.8163
336.0,960.0,-0.1495,-1.2108
352.0,960.0,2.3643,-6.0129
368.0,960.0,4.6244,-1.6087
